,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,first_time
4120,4120,QSAR-TID-10473,1,62,active,Sparse_ARFF,,,,0.0,1026.0,376.0,0.0,0.0,1025.0,1.0,0.3710203170776367
4121,4121,QSAR-TID-10682,1,62,active,Sparse_ARFF,,,,0.0,1026.0,23.0,0.0,0.0,1025.0,1.0,0.30104851722717285
4122,4122,QSAR-TID-138,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1426.0,0.0,0.0,1025.0,1.0,0.6540017127990723
4123,4123,QSAR-TID-101332,1,62,active,Sparse_ARFF,,,,0.0,1026.0,106.0,0.0,0.0,1025.0,1.0,0.4299967288970947
4124,4124,QSAR-TID-56,1,62,active,Sparse_ARFF,,,,0.0,1026.0,1631.0,0.0,0.0,1025.0,1.0,0.43851184844970703
4125,4125,QSAR-TID-11784,1,62,active,Sparse_ARFF,,,,0.0,1026.0,65.0,0.0,0.0,1025.0,1.0,0.32291221618652344
4126,4126,QSAR-TID-271,1,62,active,Sparse_ARFF,,,,0.0,1026.0,576.0,0.0,0.0,1025.0,1.0,0.3820345401763916
4127,4127,QSAR-TID-30004,1,62,active,Sparse_ARFF,,,,0.0,1026.0,84.0,0.0,0.0,1025.0,1.0,0.3679652214050293
4128,4128,QSAR-TID-10803,1,62,active,Sparse_ARFF,,,,0.0,1026.0,37.0,0.0,0.0,1025.0,1.0,0.294999361038208
4129,4129,QSAR-TID-12327,1,62,active,Sparse_ARFF,,,,0.0,1026.0,42.0,0.0,0.0,1025.0,1.0,0.3328433036804199
4130,4130,QSAR-TID-10962,1,62,active,Sparse_ARFF,,,,0.0,1026.0,11.0,0.0,0.0,1025.0,1.0,0.2630305290222168
4131,4131,QSAR-TID-101276,1,62,active,Sparse_ARFF,,,,0.0,1026.0,25.0,0.0,0.0,1025.0,1.0,0.30496835708618164
4134,4134,Bioresponse,1,2,active,ARFF,2034.0,2.0,1717.0,2.0,1777.0,3751.0,0.0,0.0,1776.0,1.0,0.30600666999816895
4135,4135,Amazon_employee_access,1,2,active,ARFF,30872.0,7518.0,1897.0,2.0,10.0,32769.0,0.0,0.0,0.0,10.0,0.1648082733154297
4136,4136,Dexter,1,724,active,Sparse_ARFF,300.0,2.0,300.0,2.0,20001.0,600.0,0.0,0.0,20000.0,1.0,6.898542881011963
4137,4137,Dorothea,1,724,active,Sparse_ARFF,1038.0,2.0,112.0,2.0,100001.0,1150.0,0.0,0.0,100000.0,1.0,36.13736033439636
4138,4138,DBpedia(YAGO).arff,1,749,active,Sparse_ARFF,,2.0,,,2401.0,2886305.0,0.0,0.0,1.0,2400.0,8.601033210754395
4139,4139,Wikidata,1,749,active,Sparse_ARFF,,2.0,,,2331.0,19254100.0,0.0,0.0,0.0,2331.0,15.335453987121582
4140,4140,NELL,1,749,active,Sparse_ARFF,,2.0,,,769.0,120720.0,0.0,0.0,0.0,769.0,0.44796133041381836
4153,4153,Smartphone-Based_Recognition_of_Human_Activities,1,2,active,ARFF,30.0,6.0,30.0,6.0,68.0,180.0,0.0,0.0,66.0,2.0,0.05400276184082031
4154,4154,CreditCardSubset,1,780,active,ARFF,14217.0,2.0,23.0,2.0,31.0,14240.0,0.0,0.0,30.0,1.0,0.06299924850463867
4329,4329,thoracic_surgery,1,874,active,ARFF,400.0,7.0,70.0,2.0,17.0,470.0,0.0,0.0,3.0,14.0,0.0500338077545166
4340,4340,Engine1,1,417,active,ARFF,257.0,3.0,1.0,3.0,6.0,383.0,0.0,0.0,5.0,1.0,0.03699493408203125
4353,4353,Concrete_Data,1,952,active,ARFF,,,,,9.0,1030.0,0.0,0.0,9.0,0.0,0.04100489616394043
4531,4531,parkinsons-telemonitoring,1,874,active,ARFF,,,,,22.0,5875.0,0.0,0.0,22.0,0.0,0.04700112342834473
4532,4532,higgs,1,874,active,ARFF,,,,0.0,29.0,98050.0,1.0,9.0,29.0,0.0,0.10299396514892578
4533,4533,KEGGMetabolicReactionNetwork,1,874,active,ARFF,,63009.0,,,29.0,65554.0,0.0,0.0,27.0,2.0,0.5360286235809326
4534,4534,PhishingWebsites,1,874,active,ARFF,6157.0,3.0,4898.0,2.0,31.0,11055.0,0.0,0.0,0.0,31.0,0.07000279426574707
4535,4535,Census-Income,1,874,active,ARFF,,51.0,,,42.0,299285.0,0.0,0.0,13.0,29.0,0.23599576950073242
4537,4537,GesturePhaseSegmentationRAW,1,874,active,ARFF,,,,,,,,,,,0.09000182151794434
4538,4538,GesturePhaseSegmentationProcessed,1,874,active,ARFF,2950.0,5.0,998.0,5.0,33.0,9873.0,0.0,0.0,32.0,1.0,0.05600094795227051
4540,4540,ParkinsonSpeechDatasetwithMultipleTypesofSoundRecordings,1,874,active,ARFF,,,,,29.0,1039.0,0.0,0.0,29.0,0.0,0.04699969291687012
4541,4541,Diabetes130US,1,874,active,ARFF,54864.0,790.0,11357.0,3.0,50.0,101766.0,0.0,0.0,13.0,37.0,0.12802672386169434
4544,4544,GeographicalOriginalofMusic,1,874,active,ARFF,,,,0.0,118.0,1059.0,0.0,0.0,118.0,0.0,0.05697202682495117
4545,4545,OnlineNewsPopularity,1,874,active,ARFF,,39644.0,,0.0,61.0,39644.0,0.0,0.0,60.0,1.0,0.39638376235961914
4546,4546,Plants,1,874,active,ARFF,,,,,,,,,,,0.0839693546295166
4548,4548,BuzzinsocialmediaTomsHardware,1,874,active,ARFF,,,,,97.0,28179.0,0.0,0.0,97.0,0.0,0.10800004005432129
4549,4549,Buzzinsocialmedia_Twitter,1,874,active,ARFF,,,,0.0,78.0,583250.0,0.0,0.0,78.0,0.0,0.895000696182251
4551,4551,WaveformDatabaseGenerator,1,874,active,ARFF,,,,,22.0,5000.0,0.0,0.0,22.0,0.0,0.06199789047241211
4552,4552,BachChoralHarmony,1,874,active,ARFF,503.0,102.0,1.0,102.0,17.0,5665.0,0.0,0.0,2.0,15.0,0.05800294876098633
4553,4553,TurkiyeStudentEvaluation,1,874,active,ARFF,,,,,33.0,5820.0,0.0,0.0,33.0,0.0,0.05699872970581055
4562,4562,InternetUsage,1,874,active,ARFF,,,,,,,,,,,0.10400009155273438
4563,4563,SpokenArabicDigit,1,874,active,ARFF,,,,,13.0,178526.0,4400.0,57200.0,13.0,0.0,0.09199905395507812
5587,5587,COMET_MC,1,753,active,ARFF,,,,0.0,6.0,7619400.0,0.0,0.0,6.0,0.0,1.285005807876587
5648,5648,COMET_MC,2,753,active,ARFF,,,,0.0,6.0,7619400.0,0.0,0.0,6.0,0.0,1.2239899635314941
5889,5889,COMET_MC,3,753,active,ARFF,,,,0.0,6.0,7619400.0,0.0,0.0,6.0,0.0,1.1410040855407715
6331,6331,LoanDefaultPrediction,1,835,active,arff,,64.0,,0.0,771.0,105471.0,53531.0,785955.0,765.0,6.0,1.5959925651550293
6332,6332,cylinder-bands,2,2,active,ARFF,312.0,71.0,228.0,2.0,40.0,540.0,263.0,999.0,18.0,22.0,0.06805729866027832
23380,23380,cjs,3,2,active,ARFF,680.0,57.0,274.0,6.0,35.0,2796.0,2795.0,68100.0,32.0,3.0,0.05398273468017578
23381,23381,dresses-sales,2,64,active,ARFF,290.0,24.0,210.0,2.0,13.0,500.0,401.0,835.0,1.0,12.0,0.04499530792236328
23383,23383,SensorDataResource,1,417,active,ARFF,,127591.0,,,27.0,127591.0,0.0,0.0,25.0,2.0,1.0939643383026123
23394,23394,COMET_MC_SAMPLE,1,753,active,ARFF,,,,,6.0,761940.0,0.0,0.0,6.0,0.0,0.13899970054626465
23395,23395,COMET_MC_SAMPLE,2,753,active,ARFF,,,,0.0,6.0,89640.0,0.0,0.0,6.0,0.0,0.05799746513366699
23396,23396,COMET_MC_SAMPLE,3,753,active,ARFF,,,,,6.0,89640.0,0.0,0.0,6.0,0.0,0.05700254440307617
23397,23397,COMET_MC_SAMPLE,4,753,active,ARFF,,,,0.0,6.0,761940.0,0.0,0.0,6.0,0.0,0.1660010814666748
23420,23420,yagoSchema.ttl,4,1143,active,ARFF,,,,,4.0,181.0,0.0,0.0,3.0,0.0,0.045000314712524414
23499,23499,breast-cancer-dropped-missing-attributes-values,1,1336,active,ARFF,196.0,11.0,81.0,2.0,10.0,277.0,0.0,0.0,0.0,10.0,0.050000905990600586
23512,23512,higgs,2,2,active,ARFF,51827.0,2.0,46223.0,2.0,29.0,98050.0,1.0,9.0,28.0,1.0,0.09999537467956543
23513,23513,KDD98,1,835,active,arff,,25847.0,,0.0,479.0,191260.0,191260.0,5587563.0,347.0,132.0,1.7100892066955566
23515,23515,sulfur,1,225,active,ARFF,,,,0.0,7.0,10081.0,0.0,0.0,7.0,0.0,0.05499887466430664
23516,23516,debutanizer,1,225,active,ARFF,,,,0.0,8.0,2394.0,0.0,0.0,8.0,0.0,0.04400157928466797
23517,23517,numerai28.6,2,2,active,ARFF,48658.0,2.0,47662.0,2.0,22.0,96320.0,0.0,0.0,21.0,1.0,0.0780034065246582
40474,40474,thyroid-allbp,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0,0.05099201202392578
40475,40475,thyroid-allhyper,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0,0.05400657653808594
40476,40476,thyroid-allhypo,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0,0.05599403381347656
40477,40477,thyroid-allrep,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0,0.06200456619262695
40478,40478,thyroid-dis,1,64,active,ARFF,1632.0,5.0,31.0,5.0,27.0,2800.0,0.0,0.0,6.0,21.0,0.05599498748779297
40496,40496,LED-display-domain-7digit,1,64,active,ARFF,57.0,10.0,37.0,10.0,8.0,500.0,0.0,0.0,7.0,1.0,0.05000424385070801
40497,40497,thyroid-ann,1,64,active,ARFF,3488.0,3.0,93.0,3.0,22.0,3772.0,0.0,0.0,21.0,1.0,0.05599665641784668
40498,40498,wine-quality-white,1,64,active,ARFF,2198.0,7.0,5.0,7.0,12.0,4898.0,0.0,0.0,11.0,1.0,0.04600167274475098
40499,40499,texture,1,64,active,ARFF,500.0,11.0,500.0,11.0,41.0,5500.0,0.0,0.0,40.0,1.0,0.05199861526489258
40505,40505,treepipit,1,970,active,ARFF,,,,0.0,10.0,86.0,0.0,0.0,10.0,0.0,0.0410003662109375
40514,40514,BNG(credit-g),2,1,active,arff,699774.0,11.0,300226.0,2.0,21.0,1000000.0,0.0,0.0,7.0,14.0,0.2830021381378174
40515,40515,BNG(spambase),2,1,active,arff,605948.0,3.0,394052.0,2.0,58.0,1000000.0,0.0,0.0,0.0,58.0,0.42673826217651367
40516,40516,BNG(optdigits),2,1,active,arff,101675.0,10.0,98637.0,10.0,65.0,1000000.0,0.0,0.0,0.0,65.0,0.48639583587646484
40517,40517,20_newsgroups.drift,2,1,active,arff,379943.0,2.0,19997.0,2.0,1001.0,399940.0,0.0,0.0,0.0,1001.0,1.1612803936004639
40518,40518,BNG(ionosphere),2,1,active,arff,641025.0,3.0,358975.0,2.0,35.0,1000000.0,0.0,0.0,0.0,35.0,0.2680039405822754
40519,40519,BNG(segment),2,1,active,arff,143586.0,7.0,142366.0,7.0,20.0,1000000.0,0.0,0.0,0.0,20.0,0.16600275039672852
40520,40520,BNG(anneal),2,1,active,arff,759652.0,10.0,555.0,6.0,39.0,1000000.0,0.0,0.0,6.0,33.0,0.38296961784362793
40536,40536,SpeedDating,1,2,active,ARFF,6998.0,259.0,1380.0,2.0,123.0,8378.0,7330.0,18372.0,59.0,64.0,0.0950009822845459
40588,40588,birds,3,2373,active,ARFF,631.0,12.0,14.0,2.0,279.0,645.0,0.0,0.0,258.0,21.0,0.0854947566986084
40589,40589,emotions,3,2373,active,ARFF,420.0,2.0,173.0,2.0,78.0,593.0,0.0,0.0,72.0,6.0,0.049253225326538086
40590,40590,enron,2,2373,active,ARFF,1676.0,2.0,26.0,2.0,1054.0,1702.0,0.0,0.0,0.0,1054.0,0.3494603633880615
40591,40591,genbase,2,2373,active,ARFF,583.0,2.0,79.0,2.0,1213.0,662.0,0.0,0.0,0.0,1213.0,0.5750062465667725
40592,40592,image,2,2373,active,ARFF,1591.0,2.0,409.0,2.0,140.0,2000.0,0.0,0.0,135.0,5.0,0.0800008773803711
40593,40593,langLog,1,2373,active,ARFF,1441.0,2.0,19.0,2.0,1079.0,1460.0,0.0,0.0,1004.0,75.0,0.15799713134765625
40594,40594,reuters,2,2373,active,ARFF,1169.0,2.0,831.0,2.0,250.0,2000.0,0.0,0.0,243.0,7.0,0.08299851417541504
40595,40595,scene,4,2373,active,ARFF,1980.0,2.0,427.0,2.0,300.0,2407.0,0.0,0.0,294.0,6.0,0.09102892875671387
40596,40596,slashdot,3,2373,active,ARFF,3707.0,2.0,75.0,2.0,1101.0,3782.0,0.0,0.0,1079.0,22.0,0.18922758102416992
40597,40597,yeast,4,2373,active,ARFF,1655.0,2.0,762.0,2.0,117.0,2417.0,0.0,0.0,103.0,14.0,0.06300115585327148
40601,40601,RAM_price,1,2,active,ARFF,,,,0.0,3.0,333.0,0.0,0.0,3.0,0.0,0.038001060485839844
40645,40645,GAMETES_Epistasis_2-Way_1000atts_0.4H_EDM-1_EDM-1_1,1,869,active,ARFF,800.0,3.0,800.0,2.0,1001.0,1600.0,0.0,0.0,0.0,1001.0,0.60703444480896
40646,40646,GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0,0.049001216888427734
40647,40647,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0,0.05299830436706543
40648,40648,GAMETES_Epistasis_3-Way_20atts_0.2H_EDM-1_1,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0,0.047934532165527344
40649,40649,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0,0.04831552505493164
40650,40650,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM-2_001,1,869,active,ARFF,800.0,3.0,800.0,2.0,21.0,1600.0,0.0,0.0,0.0,21.0,0.04877138137817383
40660,40660,analcatdata_fraud,1,869,active,ARFF,29.0,9.0,13.0,2.0,12.0,42.0,0.0,0.0,0.0,12.0,0.0418095588684082
40663,40663,calendarDOW,1,869,active,ARFF,96.0,10.0,44.0,5.0,33.0,399.0,0.0,0.0,12.0,21.0,0.05300140380859375
40664,40664,car-evaluation,1,869,active,ARFF,1210.0,4.0,65.0,4.0,22.0,1728.0,0.0,0.0,0.0,22.0,0.05099940299987793
40665,40665,clean1,1,869,active,ARFF,269.0,2.0,207.0,2.0,169.0,476.0,0.0,0.0,168.0,1.0,0.05800008773803711
40666,40666,clean2,1,869,active,ARFF,5581.0,2.0,1017.0,2.0,169.0,6598.0,0.0,0.0,168.0,1.0,0.07400250434875488
40668,40668,connect-4,2,869,active,ARFF,44473.0,3.0,6449.0,3.0,43.0,67557.0,0.0,0.0,0.0,43.0,0.09799885749816895
40669,40669,corral,1,869,active,ARFF,90.0,2.0,70.0,2.0,7.0,160.0,0.0,0.0,0.0,7.0,0.04499936103820801
40670,40670,dna,1,869,active,ARFF,1654.0,3.0,765.0,3.0,181.0,3186.0,0.0,0.0,0.0,181.0,0.18200111389160156
40671,40671,ecoli,3,869,active,ARFF,143.0,5.0,20.0,5.0,8.0,327.0,0.0,0.0,7.0,1.0,0.04100966453552246
40672,40672,fars,1,869,active,ARFF,42116.0,10.0,9.0,8.0,30.0,100968.0,0.0,0.0,14.0,16.0,0.09198617935180664
40677,40677,led24,1,869,active,ARFF,337.0,10.0,296.0,10.0,25.0,3200.0,0.0,0.0,0.0,25.0,0.058002471923828125
40678,40678,led7,1,869,active,ARFF,341.0,10.0,270.0,10.0,8.0,3200.0,0.0,0.0,0.0,8.0,0.05100417137145996
40680,40680,mofn-3-7-10,1,869,active,ARFF,1032.0,2.0,292.0,2.0,11.0,1324.0,0.0,0.0,0.0,11.0,0.04703259468078613
40681,40681,mux6,1,869,active,ARFF,64.0,2.0,64.0,2.0,7.0,128.0,0.0,0.0,0.0,7.0,0.04396629333496094
40682,40682,thyroid-new,1,869,active,ARFF,150.0,3.0,30.0,3.0,6.0,215.0,0.0,0.0,5.0,1.0,0.04199814796447754
40683,40683,postoperative-patient-data,3,869,active,ARFF,64.0,5.0,24.0,2.0,9.0,88.0,0.0,0.0,0.0,9.0,0.04800224304199219
40685,40685,shuttle,1,869,active,ARFF,45586.0,7.0,10.0,7.0,10.0,58000.0,0.0,0.0,9.0,1.0,0.05499601364135742
40686,40686,solar-flare,3,869,active,ARFF,88.0,6.0,21.0,5.0,13.0,315.0,0.0,0.0,0.0,13.0,0.04800558090209961
40687,40687,solar-flare,4,869,active,ARFF,331.0,8.0,43.0,6.0,13.0,1066.0,0.0,0.0,0.0,13.0,0.04499626159667969
40690,40690,threeOf9,1,869,active,ARFF,274.0,2.0,238.0,2.0,10.0,512.0,0.0,0.0,0.0,10.0,0.045999765396118164
40691,40691,wine-quality-red,1,869,active,ARFF,681.0,6.0,10.0,6.0,12.0,1599.0,0.0,0.0,11.0,1.0,0.03800392150878906
40693,40693,xd6,1,869,active,ARFF,651.0,2.0,322.0,2.0,10.0,973.0,0.0,0.0,0.0,10.0,0.0399935245513916
40700,40700,cars1,1,869,active,ARFF,245.0,5.0,68.0,3.0,8.0,392.0,0.0,0.0,6.0,2.0,0.03800010681152344
40701,40701,churn,1,869,active,ARFF,4293.0,10.0,707.0,2.0,21.0,5000.0,0.0,0.0,16.0,5.0,0.047998905181884766
40702,40702,solar-flare,5,869,active,ARFF,884.0,6.0,182.0,2.0,11.0,1066.0,0.0,0.0,0.0,11.0,0.04000091552734375
40704,40704,Titanic,2,869,active,ARFF,1490.0,2.0,711.0,2.0,4.0,2201.0,0.0,0.0,3.0,1.0,0.03500032424926758
40705,40705,tokyo1,1,869,active,ARFF,613.0,2.0,346.0,2.0,45.0,959.0,0.0,0.0,42.0,3.0,0.043000221252441406
40706,40706,parity5_plus_5,1,869,active,ARFF,567.0,2.0,557.0,2.0,11.0,1124.0,0.0,0.0,0.0,11.0,0.04100799560546875
40707,40707,allbp,1,869,active,ARFF,3609.0,5.0,14.0,3.0,30.0,3772.0,0.0,0.0,6.0,24.0,0.05402684211730957
40708,40708,allrep,1,869,active,ARFF,3648.0,5.0,34.0,4.0,30.0,3772.0,0.0,0.0,6.0,24.0,0.06096482276916504
40709,40709,analcatdata_happiness,1,869,active,ARFF,20.0,5.0,20.0,3.0,4.0,60.0,0.0,0.0,1.0,3.0,0.03600025177001953
40710,40710,cleve,1,869,active,ARFF,165.0,5.0,138.0,2.0,14.0,303.0,0.0,0.0,5.0,9.0,0.039003610610961914
40711,40711,cleveland-nominal,1,869,active,ARFF,164.0,5.0,13.0,5.0,8.0,303.0,0.0,0.0,0.0,8.0,0.04003095626831055
40713,40713,dis,1,869,active,ARFF,3714.0,5.0,58.0,2.0,30.0,3772.0,0.0,0.0,6.0,24.0,0.05196857452392578
40714,40714,parity5,1,869,active,ARFF,16.0,2.0,16.0,2.0,6.0,32.0,0.0,0.0,0.0,6.0,0.03902554512023926
40728,40728,Ceres-discovery-data,1,2992,active,ARFF,,,,,9.0,22.0,3.0,17.0,9.0,0.0,0.025969982147216797
40753,40753,delays_zurich_transport,1,970,active,ARFF,,7.0,,0.0,15.0,5465575.0,132617.0,132617.0,11.0,1.0,2.8556554317474365
40864,40864,Honey_bee_Seasonal_mortality,1,3452,active,ARFF,,4758.0,,,39.0,4758.0,0.0,0.0,1.0,38.0,0.24538803100585938
40869,40869,pathogen_survey_dataset,3,3508,active,ARFF,,17.0,,,17.0,944.0,0.0,0.0,10.0,7.0,0.043265581130981445
40900,40900,Satellite,1,3768,active,ARFF,5025.0,2.0,75.0,2.0,37.0,5100.0,0.0,0.0,36.0,1.0,0.04745340347290039
40910,40910,Speech,1,3768,active,ARFF,3625.0,2.0,61.0,2.0,401.0,3686.0,0.0,0.0,400.0,1.0,0.10025525093078613
40916,40916,HappinessRank_2015,1,3949,active,ARFF,,10.0,,0.0,12.0,158.0,0.0,0.0,10.0,2.0,0.03951072692871094
40918,40918,Climate,1,3963,active,ARFF,,,,,4.0,577462.0,32651.0,64563.0,2.0,0.0,0.21545648574829102
40920,40920,Climate,2,3963,active,ARFF,,,,,4.0,577462.0,32651.0,64563.0,2.0,0.0,0.21200108528137207
40922,40922,Run_or_walk_information,1,3952,active,ARFF,44365.0,2.0,44223.0,2.0,7.0,88588.0,0.0,0.0,6.0,1.0,0.0559999942779541
40923,40923,Devnagari-Script,1,3948,active,ARFF,2000.0,46.0,2000.0,46.0,1025.0,92000.0,0.0,0.0,1024.0,1.0,2.2406234741210938
40926,40926,CIFAR_10_small,1,2,active,ARFF,2032.0,10.0,1937.0,10.0,3073.0,20000.0,0.0,0.0,3072.0,1.0,1.5889554023742676
40927,40927,CIFAR_10,1,2,active,ARFF,6000.0,10.0,6000.0,10.0,3073.0,60000.0,0.0,0.0,3072.0,1.0,4.789370536804199
40945,40945,Titanic,1,2,active,ARFF,809.0,3.0,500.0,2.0,14.0,1309.0,1309.0,3855.0,6.0,3.0,0.04900074005126953
40966,40966,MiceProtein,4,2,active,ARFF,150.0,8.0,105.0,8.0,82.0,1080.0,528.0,1396.0,77.0,5.0,0.09400367736816406
40971,40971,collins,4,2,active,ARFF,80.0,30.0,6.0,30.0,24.0,1000.0,0.0,0.0,20.0,4.0,0.057999610900878906
40975,40975,car,3,4265,active,ARFF,1210.0,4.0,65.0,4.0,7.0,1728.0,0.0,0.0,0.0,7.0,0.046002864837646484
40976,40976,Bike,1,2,active,ARFF,,,,,11.0,4435.0,0.0,0.0,11.0,0.0,0.04699277877807617
40978,40978,Internet-Advertisements,2,4265,active,ARFF,2820.0,2.0,459.0,2.0,1559.0,3279.0,0.0,0.0,3.0,1556.0,0.536034107208252
40979,40979,mfeat-pixel,3,4265,active,ARFF,200.0,10.0,200.0,10.0,241.0,2000.0,0.0,0.0,240.0,1.0,0.07573819160461426
40981,40981,Australian,4,4265,active,ARFF,383.0,14.0,307.0,2.0,15.0,690.0,0.0,0.0,6.0,9.0,0.045588016510009766
40982,40982,steel-plates-fault,3,4265,active,ARFF,673.0,7.0,55.0,7.0,28.0,1941.0,0.0,0.0,27.0,1.0,0.044188737869262695
40983,40983,wilt,2,4265,active,ARFF,4578.0,2.0,261.0,2.0,6.0,4839.0,0.0,0.0,5.0,1.0,0.039597272872924805
40984,40984,segment,3,4265,active,ARFF,330.0,7.0,330.0,7.0,20.0,2310.0,0.0,0.0,19.0,1.0,0.045920610427856445
40985,40985,tamilnadu-electricity,3,4265,active,ARFF,2906.0,20.0,1397.0,20.0,4.0,45781.0,0.0,0.0,2.0,2.0,0.04673123359680176
40992,40992,sylva_agnostic,2,4265,active,ARFF,,2.0,,,217.0,14395.0,0.0,0.0,40.0,177.0,0.15244269371032715
40993,40993,ada_agnostic,2,4265,active,ARFF,,2.0,,,49.0,4562.0,0.0,0.0,6.0,43.0,0.06700587272644043
40994,40994,climate-model-simulation-crashes,4,4265,active,ARFF,494.0,2.0,46.0,2.0,21.0,540.0,0.0,0.0,20.0,1.0,0.043000221252441406
40996,40996,Fashion-MNIST,1,2506,active,ARFF,7000.0,10.0,7000.0,10.0,785.0,70000.0,0.0,0.0,784.0,1.0,1.011584758758545
40997,40997,jungle_chess_2pcs_endgame_panther_lion,1,1,active,arff,2523.0,3.0,145.0,3.0,47.0,4704.0,0.0,0.0,20.0,27.0,0.06000208854675293
40998,40998,jungle_chess_2pcs_endgame_panther_lion,2,1,active,arff,2523.0,3.0,145.0,3.0,47.0,4704.0,0.0,0.0,20.0,27.0,0.06013655662536621
40999,40999,jungle_chess_2pcs_endgame_elephant_elephant,1,1,active,arff,1316.0,3.0,1035.0,2.0,47.0,2351.0,0.0,0.0,20.0,27.0,0.05799293518066406
41000,41000,jungle_chess_2pcs_endgame_panther_elephant,1,1,active,arff,2495.0,3.0,195.0,3.0,47.0,4704.0,0.0,0.0,20.0,27.0,0.06000518798828125
41001,41001,jungle_chess_2pcs_endgame_complete,1,1,active,arff,23062.0,3.0,4335.0,3.0,47.0,44819.0,3528.0,10584.0,20.0,27.0,0.08275461196899414
41002,41002,jungle_chess_2pcs_endgame_rat_panther,1,1,active,arff,2615.0,3.0,1338.0,3.0,47.0,5880.0,1176.0,3528.0,20.0,27.0,0.06597042083740234
41003,41003,jungle_chess_2pcs_endgame_rat_elephant,1,1,active,arff,2917.0,3.0,772.0,3.0,47.0,5880.0,1176.0,3528.0,20.0,27.0,0.06103038787841797
41004,41004,jungle_chess_2pcs_endgame_lion_elephant,1,1,active,arff,2079.0,3.0,1216.0,3.0,47.0,4704.0,0.0,0.0,20.0,27.0,0.06196761131286621
41005,41005,jungle_chess_2pcs_endgame_rat_rat,1,1,active,arff,2055.0,3.0,1605.0,2.0,47.0,3660.0,0.0,0.0,20.0,27.0,0.05900239944458008
41006,41006,jungle_chess_2pcs_endgame_rat_lion,1,1,active,arff,3078.0,3.0,380.0,3.0,47.0,5880.0,1176.0,3528.0,20.0,27.0,0.0630037784576416
41007,41007,jungle_chess_2pcs_endgame_lion_lion,1,1,active,arff,1403.0,3.0,949.0,2.0,47.0,2352.0,0.0,0.0,20.0,27.0,0.07403254508972168
41021,41021,Moneyball,2,2,active,ARFF,,39.0,,0.0,15.0,1232.0,1118.0,3600.0,9.0,6.0,0.048998355865478516
41022,41022,Short_Track_Speed_Skating,2,2,active,ARFF,,,,,,,,,,,0.0840003490447998
41026,41026,gisette,2,2,active,Sparse_ARFF,3500.0,2.0,3500.0,2.0,5001.0,7000.0,0.0,0.0,5000.0,1.0,7.622817754745483
41027,41027,jungle_chess_2pcs_raw_endgame_complete,1,1,active,arff,23062.0,3.0,4335.0,3.0,7.0,44819.0,0.0,0.0,6.0,1.0,0.051958322525024414
41039,41039,EMNIST_Balanced,1,2506,active,ARFF,,47.0,,,785.0,131600.0,0.0,0.0,784.0,1.0,1.8352937698364258
41065,41065,mnist_rotation,1,3002,active,ARFF,,,,0.0,785.0,62000.0,0.0,0.0,785.0,0.0,0.9411430358886719
41081,41081,SVHN,1,2506,active,ARFF,18960.0,10.0,6254.0,10.0,3073.0,99289.0,0.0,0.0,3072.0,1.0,8.640110731124878
41082,41082,USPS,2,2506,active,ARFF,1553.0,10.0,708.0,10.0,257.0,9298.0,0.0,0.0,256.0,1.0,0.12200427055358887
41083,41083,Olivetti_Faces,1,2506,active,ARFF,10.0,40.0,10.0,40.0,4097.0,400.0,0.0,0.0,4096.0,1.0,0.35199522972106934
41084,41084,UMIST_Faces_Cropped,1,2506,active,ARFF,48.0,20.0,19.0,20.0,10305.0,575.0,0.0,0.0,10304.0,1.0,0.8130617141723633
41091,41091,spellman_yeast,1,5348,active,ARFF,,,,,82.0,6178.0,6178.0,59017.0,82.0,0.0,0.0591580867767334
41103,41103,STL-10,1,2506,active,ARFF,1300.0,10.0,1300.0,10.0,27649.0,13000.0,0.0,0.0,27648.0,1.0,10.990994215011597
41138,41138,APSFailure,1,869,active,ARFF,74625.0,2.0,1375.0,2.0,171.0,76000.0,75244.0,1078695.0,170.0,1.0,0.3210017681121826
