,did,name,version,uploader,status,format,MajorityClassSize,MaxNominalAttDistinctValues,MinorityClassSize,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,first_time,first_time_1,OUT
40589,40589,emotions,3,2373,active,ARFF,420,2,173,2,78,593,0,0,72,6,0.317388296,0.049253225,FALSE
40590,40590,enron,2,2373,active,ARFF,1676,2,26,2,1054,1702,0,0,0,1054,5.954636335,0.349460363,FALSE
40591,40591,genbase,2,2373,active,ARFF,583,2,79,2,1213,662,0,0,0,1213,3.905372858,0.575006247,FALSE
40592,40592,image,2,2373,active,ARFF,1591,2,409,2,140,2000,0,0,135,5,0.800508499,0.080000877,FALSE
40593,40593,langLog,1,2373,active,ARFF,1441,2,19,2,1079,1460,0,0,1004,75,2.523807287,0.157997131,FALSE
40594,40594,reuters,2,2373,active,ARFF,1169,2,831,2,250,2000,0,0,243,7,0.797396421,0.082998514,FALSE
40595,40595,scene,4,2373,active,ARFF,1980,2,427,2,300,2407,0,0,294,6,1.852726221,0.091028929,FALSE
40596,40596,slashdot,3,2373,active,ARFF,3707,2,75,2,1101,3782,0,0,1079,22,5.284152985,0.189227581,FALSE
40597,40597,yeast,4,2373,active,ARFF,1655,2,762,2,117,2417,0,0,103,14,0.868997335,0.063001156,FALSE
40601,40601,RAM_price,1,2,active,ARFF,,,,0,3,333,0,0,3,0,0.191601515,0.03800106,FALSE
40645,40645,GAMETES_Epistasis_2-Way_1000atts_0.4H_EDM-1_EDM-1_1,1,869,active,ARFF,800,3,800,2,1001,1600,0,0,0,1001,3.146942139,0.607034445,FALSE
40646,40646,GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,1,869,active,ARFF,800,3,800,2,21,1600,0,0,0,21,0.298804998,0.049001217,FALSE
40647,40647,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,1,869,active,ARFF,800,3,800,2,21,1600,0,0,0,21,0.268003702,0.052998304,FALSE
40648,40648,GAMETES_Epistasis_3-Way_20atts_0.2H_EDM-1_1,1,869,active,ARFF,800,3,800,2,21,1600,0,0,0,21,0.303959608,0.047934532,FALSE
40649,40649,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,1,869,active,ARFF,800,3,800,2,21,1600,0,0,0,21,0.256642818,0.048315525,FALSE
40650,40650,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_75_EDM-2_001,1,869,active,ARFF,800,3,800,2,21,1600,0,0,0,21,0.253256083,0.048771381,FALSE
40660,40660,analcatdata_fraud,1,869,active,ARFF,29,9,13,2,12,42,0,0,0,12,0.199039459,0.041809559,FALSE
40663,40663,calendarDOW,1,869,active,ARFF,96,10,44,5,33,399,0,0,12,21,0.220948696,0.053001404,FALSE
40664,40664,car-evaluation,1,869,active,ARFF,1210,4,65,4,22,1728,0,0,0,22,0.289999962,0.050999403,FALSE
40665,40665,clean1,1,869,active,ARFF,269,2,207,2,169,476,0,0,168,1,0.348997831,0.058000088,FALSE
40666,40666,clean2,1,869,active,ARFF,5581,2,1017,2,169,6598,0,0,168,1,1.524415493,0.074002504,FALSE
40668,40668,connect-4,2,869,active,ARFF,44473,3,6449,3,43,67557,0,0,0,43,3.930823803,0.097998857,FALSE
40669,40669,corral,1,869,active,ARFF,90,2,70,2,7,160,0,0,0,7,0.213837624,0.044999361,FALSE
40670,40670,dna,1,869,active,ARFF,1654,3,765,3,181,3186,0,0,0,181,1.099579096,0.182001114,FALSE
40671,40671,ecoli,3,869,active,ARFF,143,5,20,5,8,327,0,0,7,1,0.209718704,0.041009665,FALSE
40672,40672,fars,1,869,active,ARFF,42116,10,9,8,30,100968,0,0,14,16,3.430990934,0.091986179,FALSE
40677,40677,led24,1,869,active,ARFF,337,10,296,10,25,3200,0,0,0,25,0.397358894,0.058002472,FALSE
40678,40678,led7,1,869,active,ARFF,341,10,270,10,8,3200,0,0,0,8,0.233994484,0.051004171,FALSE
40680,40680,mofn-3-7-10,1,869,active,ARFF,1032,2,292,2,11,1324,0,0,0,11,0.215001583,0.047032595,FALSE
40681,40681,mux6,1,869,active,ARFF,64,2,64,2,7,128,0,0,0,7,0.206179142,0.043966293,FALSE
40682,40682,thyroid-new,1,869,active,ARFF,150,3,30,3,6,215,0,0,5,1,0.192326784,0.041998148,FALSE
40683,40683,postoperative-patient-data,3,869,active,ARFF,64,5,24,2,9,88,0,0,0,9,0.187065363,0.048002243,FALSE
40685,40685,shuttle,1,869,active,ARFF,45586,7,10,7,10,58000,0,0,9,1,0.961190939,0.054996014,FALSE
40686,40686,solar-flare,3,869,active,ARFF,88,6,21,5,13,315,0,0,0,13,0.244925022,0.048005581,FALSE
40687,40687,solar-flare,4,869,active,ARFF,331,8,43,6,13,1066,0,0,0,13,0.200618744,0.044996262,FALSE
40690,40690,threeOf9,1,869,active,ARFF,274,2,238,2,10,512,0,0,0,10,0.21539855,0.045999765,FALSE
40691,40691,wine-quality-red,1,869,active,ARFF,681,6,10,6,12,1599,0,0,11,1,0.248431206,0.038003922,FALSE
40693,40693,xd6,1,869,active,ARFF,651,2,322,2,10,973,0,0,0,10,0.239970446,0.039993525,FALSE
40700,40700,cars1,1,869,active,ARFF,245,5,68,3,8,392,0,0,6,2,0.191026449,0.038000107,FALSE
40701,40701,churn,1,869,active,ARFF,4293,10,707,2,21,5000,0,0,16,5,0.374661207,0.047998905,FALSE
40702,40702,solar-flare,5,869,active,ARFF,884,6,182,2,11,1066,0,0,0,11,0.24995923,0.040000916,FALSE
40704,40704,Titanic,2,869,active,ARFF,1490,2,711,2,4,2201,0,0,3,1,0.230667114,0.035000324,FALSE
40705,40705,tokyo1,1,869,active,ARFF,613,2,346,2,45,959,0,0,42,3,0.266234398,0.043000221,FALSE
40706,40706,parity5_plus_5,1,869,active,ARFF,567,2,557,2,11,1124,0,0,0,11,0.228998423,0.041007996,FALSE
40707,40707,allbp,1,869,active,ARFF,3609,5,14,3,30,3772,0,0,6,24,0.417491198,0.054026842,FALSE
40708,40708,allrep,1,869,active,ARFF,3648,5,34,4,30,3772,0,0,6,24,0.400793076,0.060964823,FALSE
40709,40709,analcatdata_happiness,1,869,active,ARFF,20,5,20,3,4,60,0,0,1,3,0.184191942,0.036000252,FALSE
40710,40710,cleve,1,869,active,ARFF,165,5,138,2,14,303,0,0,5,9,0.193459034,0.039003611,FALSE
40711,40711,cleveland-nominal,1,869,active,ARFF,164,5,13,5,8,303,0,0,0,8,0.217000961,0.040030956,FALSE
40713,40713,dis,1,869,active,ARFF,3714,5,58,2,30,3772,0,0,6,24,0.387025118,0.051968575,FALSE
40714,40714,parity5,1,869,active,ARFF,16,2,16,2,6,32,0,0,0,6,0.213871717,0.039025545,FALSE
40728,40728,Ceres-discovery-data,1,2992,active,ARFF,,,,,9,22,3,17,9,0,0.161352396,0.025969982,FALSE
40753,40753,delays_zurich_transport,1,970,active,ARFF,,7,,0,15,5465575,132617,132617,11,1,169.6988206,2.855655432,FALSE
40864,40864,Honey_bee_Seasonal_mortality,1,3452,active,ARFF,,4758,,,39,4758,0,0,1,38,0.233449459,0.245388031,TRUE
40869,40869,pathogen_survey_dataset,3,3508,active,ARFF,,17,,,17,944,0,0,10,7,0.259989977,0.043265581,FALSE
40900,40900,Satellite,1,3768,active,ARFF,5025,2,75,2,37,5100,0,0,36,1,0.457924843,0.047453403,FALSE
40910,40910,Speech,1,3768,active,ARFF,3625,2,61,2,401,3686,0,0,400,1,3.489420652,0.100255251,FALSE
40916,40916,HappinessRank_2015,1,3949,active,ARFF,,10,,0,12,158,0,0,10,2,0.184957504,0.039510727,FALSE
40918,40918,Climate,1,3963,active,ARFF,,,,,4,577462,32651,64563,2,0,6.16500926,0.215456486,FALSE
40920,40920,Climate,2,3963,active,ARFF,,,,,4,577462,32651,64563,2,0,6.633071184,0.212001085,FALSE
40922,40922,Run_or_walk_information,1,3952,active,ARFF,44365,2,44223,2,7,88588,0,0,6,1,1.559002876,0.055999994,FALSE
40923,40923,Devnagari-Script,1,3948,active,ARFF,2000,46,2000,46,1025,92000,0,0,1024,1,82.90495777,2.240623474,FALSE
40926,40926,CIFAR_10_small,1,2,active,ARFF,2032,10,1937,10,3073,20000,0,0,3072,1,80.12877059,1.588955402,FALSE
40927,40927,CIFAR_10,1,2,active,ARFF,6000,10,6000,10,3073,60000,0,0,3072,1,242.1209104,4.789370537,FALSE
40945,40945,Titanic,1,2,active,ARFF,809,3,500,2,14,1309,1309,3855,6,3,0.245275497,0.04900074,FALSE
40966,40966,MiceProtein,4,2,active,ARFF,150,8,105,8,82,1080,528,1396,77,5,0.523740292,0.094003677,FALSE
40971,40971,collins,4,2,active,ARFF,80,30,6,30,24,1000,0,0,20,4,0.255945206,0.057999611,FALSE
40975,40975,car,3,4265,active,ARFF,1210,4,65,4,7,1728,0,0,0,7,0.252465963,0.046002865,FALSE
40976,40976,Bike,1,2,active,ARFF,,,,,11,4435,0,0,11,0,0.834439039,0.046992779,FALSE
40978,40978,Internet-Advertisements,2,4265,active,ARFF,2820,2,459,2,1559,3279,0,0,3,1556,14.8521812,0.536034107,FALSE
40979,40979,mfeat-pixel,3,4265,active,ARFF,200,10,200,10,241,2000,0,0,240,1,0.780434608,0.075738192,FALSE
40981,40981,Australian,4,4265,active,ARFF,383,14,307,2,15,690,0,0,6,9,0.270404339,0.045588017,FALSE
40982,40982,steel-plates-fault,3,4265,active,ARFF,673,7,55,7,28,1941,0,0,27,1,0.291998863,0.044188738,FALSE
40983,40983,wilt,2,4265,active,ARFF,4578,2,261,2,6,4839,0,0,5,1,0.300856352,0.039597273,FALSE
40984,40984,segment,3,4265,active,ARFF,330,7,330,7,20,2310,0,0,19,1,0.356210232,0.04592061,FALSE
40985,40985,tamilnadu-electricity,3,4265,active,ARFF,2906,20,1397,20,4,45781,0,0,2,2,0.823307276,0.046731234,FALSE
40992,40992,sylva_agnostic,2,4265,active,ARFF,,2,,,217,14395,0,0,40,177,7.850065708,0.152442694,FALSE
40993,40993,ada_agnostic,2,4265,active,ARFF,,2,,,49,4562,0,0,6,43,0.859084368,0.067005873,FALSE
40994,40994,climate-model-simulation-crashes,4,4265,active,ARFF,494,2,46,2,21,540,0,0,20,1,0.246234179,0.043000221,FALSE
40996,40996,Fashion-MNIST,1,2506,active,ARFF,7000,10,7000,10,785,70000,0,0,784,1,53.18924046,1.011584759,FALSE
40997,40997,jungle_chess_2pcs_endgame_panther_lion,1,1,active,arff,2523,3,145,3,47,4704,0,0,20,27,0.780990362,0.060002089,FALSE
40998,40998,jungle_chess_2pcs_endgame_panther_lion,2,1,active,arff,2523,3,145,3,47,4704,0,0,20,27,0.668955088,0.060136557,FALSE
40999,40999,jungle_chess_2pcs_endgame_elephant_elephant,1,1,active,arff,1316,3,1035,2,47,2351,0,0,20,27,0.476403713,0.057992935,FALSE
41000,41000,jungle_chess_2pcs_endgame_panther_elephant,1,1,active,arff,2495,3,195,3,47,4704,0,0,20,27,0.66923666,0.060005188,FALSE
41001,41001,jungle_chess_2pcs_endgame_complete,1,1,active,arff,23062,3,4335,3,47,44819,3528,10584,20,27,4.627326727,0.082754612,FALSE
41002,41002,jungle_chess_2pcs_endgame_rat_panther,1,1,active,arff,2615,3,1338,3,47,5880,1176,3528,20,27,0.863594055,0.065970421,FALSE
41003,41003,jungle_chess_2pcs_endgame_rat_elephant,1,1,active,arff,2917,3,772,3,47,5880,1176,3528,20,27,0.805404902,0.061030388,FALSE
41004,41004,jungle_chess_2pcs_endgame_lion_elephant,1,1,active,arff,2079,3,1216,3,47,4704,0,0,20,27,0.7105093,0.061967611,FALSE
41005,41005,jungle_chess_2pcs_endgame_rat_rat,1,1,active,arff,2055,3,1605,2,47,3660,0,0,20,27,0.561913967,0.059002399,FALSE
41006,41006,jungle_chess_2pcs_endgame_rat_lion,1,1,active,arff,3078,3,380,3,47,5880,1176,3528,20,27,0.856548786,0.063003778,FALSE
41007,41007,jungle_chess_2pcs_endgame_lion_lion,1,1,active,arff,1403,3,949,2,47,2352,0,0,20,27,0.433395863,0.074032545,FALSE
41021,41021,Moneyball,2,2,active,ARFF,,39,,0,15,1232,1118,3600,9,6,0.230824947,0.048998356,FALSE
41022,41022,Short_Track_Speed_Skating,2,2,active,ARFF,,,,,,,,,,,0.473145723,0.084000349,FALSE
41026,41026,gisette,2,2,active,Sparse_ARFF,3500,2,3500,2,5001,7000,0,0,5000,1,171.9835935,7.622817755,FALSE
41027,41027,jungle_chess_2pcs_raw_endgame_complete,1,1,active,arff,23062,3,4335,3,7,44819,0,0,6,1,0.556046009,0.051958323,FALSE
41039,41039,EMNIST_Balanced,1,2506,active,ARFF,,47,,,785,131600,0,0,784,1,85.6445961,1.83529377,FALSE
41065,41065,mnist_rotation,1,3002,active,ARFF,,,,0,785,62000,0,0,785,0,68.98996663,0.941143036,FALSE
41081,41081,SVHN,1,2506,active,ARFF,18960,10,6254,10,3073,99289,0,0,3072,1,383.1593671,8.640110731,FALSE
41082,41082,USPS,2,2506,active,ARFF,1553,10,708,10,257,9298,0,0,256,1,3.90191865,0.122004271,FALSE
41083,41083,Olivetti_Faces,1,2506,active,ARFF,10,40,10,40,4097,400,0,0,4096,1,2.962126017,0.35199523,FALSE
41084,41084,UMIST_Faces_Cropped,1,2506,active,ARFF,48,20,19,20,10305,575,0,0,10304,1,7.56674695,0.813061714,FALSE
41091,41091,spellman_yeast,1,5348,active,ARFF,,,,,82,6178,6178,59017,82,0,1.310026407,0.059158087,FALSE
41103,41103,STL-10,1,2506,active,ARFF,1300,10,1300,10,27649,13000,0,0,27648,1,477.0108109,10.99099422,FALSE
41138,41138,APSFailure,1,869,active,ARFF,74625,2,1375,2,171,76000,75244,1078695,170,1,19.65018201,0.321001768,FALSE
41142,41142,christine,1,1478,active,ARFF,2709,2,2709,2,1637,5418,0,0,1599,38,17.85378504,0.367381096,FALSE
41143,41143,jasmine,1,1478,active,ARFF,1492,2,1492,2,145,2984,0,0,8,137,1.495527267,0.128002167,FALSE
41144,41144,madeline,1,1478,active,ARFF,1579,2,1561,2,260,3140,0,0,259,1,1.547117472,0.089996576,FALSE
41145,41145,philippine,1,1478,active,ARFF,2916,2,2916,2,309,5832,0,0,308,1,3.951135635,0.12500453,FALSE
41146,41146,sylvine,1,1478,active,ARFF,2562,2,2562,2,21,5124,0,0,20,1,0.411032677,0.052998781,FALSE
41147,41147,albert,1,1478,active,ARFF,212620,,212620,2,79,425240,425159,2734000,26,53,119.91363,10.03206348,FALSE
41150,41150,MiniBooNE,1,869,active,ARFF,93565,2,36499,2,51,130064,0,0,50,1,12.78255725,0.193999767,FALSE
41156,41156,ada,1,1478,active,ARFF,3118,2,1029,2,49,4147,0,0,48,1,0.435109854,0.05300498,FALSE
41157,41157,arcene,2,1478,active,ARFF,56,2,44,2,10001,100,0,0,10000,1,3.746352911,0.662991524,FALSE
41158,41158,gina,1,1478,active,ARFF,1603,2,1550,2,971,3153,0,0,970,1,4.375994205,0.200003624,FALSE
41159,41159,guillermo,1,1478,active,ARFF,11997,2,8003,2,4297,20000,0,0,4296,1,293.4171319,2.319027424,FALSE
41160,41160,rl,1,1478,active,ARFF,28411,2580,2995,2,23,31406,17204,29756,8,15,3.191365242,0.113968372,FALSE
41161,41161,riccardo,1,1478,active,ARFF,15000,2,5000,2,4297,20000,0,0,4296,1,283.8289442,2.395998478,FALSE
41162,41162,kick,1,1478,active,ARFF,64007,1063,8976,2,33,72983,69709,149271,14,19,6.706108093,0.102000475,FALSE
41163,41163,dilbert,1,1478,active,ARFF,2049,5,1913,5,2001,10000,0,0,2000,1,47.26322675,0.631331205,FALSE
41164,41164,fabert,1,1478,active,ARFF,1927,7,502,7,801,8237,0,0,800,1,7.70421958,0.226507902,FALSE
41165,41165,robert,1,1478,active,ARFF,1043,10,958,10,7201,10000,0,0,7200,1,315.1577442,2.219568014,FALSE
41166,41166,volkert,1,1478,active,ARFF,12806,10,1361,10,181,58310,0,0,180,1,17.10858536,0.246273041,FALSE
41167,41167,dionis,1,1478,active,ARFF,2469,355,878,355,61,416188,0,0,60,1,46.22616935,0.504606962,FALSE
41168,41168,jannis,1,1478,active,ARFF,38522,4,1687,4,55,83733,0,0,54,1,10.28759623,0.128999949,FALSE
41169,41169,helena,1,1478,active,ARFF,4005,100,111,100,28,65196,0,0,27,1,3.981810331,0.075001478,FALSE
41170,41170,TUPRASBoilerData,1,6363,active,ARFF,,44643,,,8,44643,44643,44643,7,1,2.680412054,0.326784372,FALSE
41187,41187,mauna-loa-atmospheric-co2,1,6403,active,ARFF,,1,,0,7,2225,0,0,6,1,0.218031883,0.041534901,FALSE
41197,41197,ozone,1,3508,active,ARFF,,,,,,,,,,,0.21096921,0.079752445,FALSE
41228,41228,Klaverjas2018,1,1,active,arff,528339,2,453202,2,33,981541,0,0,32,1,30.16231966,1.323995829,FALSE
41265,41265,Titanic,4,5243,active,ARFF,,,,0,8,1307,0,0,8,0,0.245351791,0.046000957,FALSE
41463,41463,sarcasm_detection,1,7959,active,ARFF,,,,0,2,91298,0,0,1,0,2.580105305,0.211930513,FALSE
41464,41464,birds,4,2373,active,ARFF,,12,,,279,645,0,0,258,21,0.587460279,0.086508512,FALSE
41465,41465,emotions,4,2373,active,ARFF,,2,,,78,593,0,0,72,6,0.342593431,0.058437347,FALSE
41466,41466,enron,3,2373,active,ARFF,,2,,,1054,1702,0,0,0,1054,5.693568468,0.446821213,FALSE
41467,41467,genbase,3,2373,active,ARFF,,2,,,1212,662,0,0,0,1212,3.952466011,0.563030958,FALSE
41468,41468,image,3,2373,active,ARFF,,2,,,140,2000,0,0,135,5,0.817914724,0.064024925,FALSE
41469,41469,langLog,2,2373,active,ARFF,,2,,,1079,1460,0,0,1004,75,2.490360022,0.161999226,FALSE
41470,41470,reuters,3,2373,active,ARFF,,2,,,250,2000,0,0,243,7,0.813339233,0.076001406,FALSE
41471,41471,scene,5,2373,active,ARFF,,2,,,300,2407,0,0,294,6,1.766766071,0.090255499,FALSE
41472,41472,slashdot,4,2373,active,ARFF,,2,,,1101,3782,0,0,1079,22,5.122065306,0.22730279,FALSE
41473,41473,yeast,8,2373,active,ARFF,,2,,,117,2417,0,0,103,14,0.936617613,0.069995642,FALSE
41474,41474,andro,2,2373,active,ARFF,,,,,36,49,0,0,36,0,0.19984436,0.049393654,FALSE
41475,41475,atp1d,2,2373,active,ARFF,,,,,417,337,0,0,417,0,0.404807568,0.086587906,FALSE
41476,41476,atp7d,2,2373,active,ARFF,,,,,417,296,0,0,417,0,0.372243643,0.085997581,FALSE
41477,41477,edm,2,2373,active,ARFF,,,,,18,154,0,0,18,0,0.192135096,0.042000294,FALSE
41478,41478,enb,2,2373,active,ARFF,,,,,10,768,0,0,10,0,0.187998533,0.043001175,FALSE
41479,41479,jura,2,2373,active,ARFF,,,,,18,359,0,0,18,0,0.220963717,0.042999983,FALSE
41482,41482,osales,2,2373,active,ARFF,,,,,413,639,639,10012,413,0,0.449987173,0.095005751,FALSE
41483,41483,rf1,2,2373,active,ARFF,,,,,72,9125,120,3264,72,0,0.7506423,0.061997414,FALSE
41484,41484,rf2,2,2373,active,ARFF,,,,,584,9125,1446,356160,584,0,3.44966197,0.197540283,FALSE
41485,41485,scm1d,2,2373,active,ARFF,,,,,296,9803,0,0,296,0,3.721386194,0.138999701,FALSE
41486,41486,scm20d,2,2373,active,ARFF,,,,,77,8966,0,0,77,0,1.195150375,0.060003996,FALSE
41487,41487,scpf,2,2373,active,ARFF,,,,,26,1137,994,9255,26,0,0.240502596,0.045003653,FALSE
41488,41488,sf1,2,2373,active,ARFF,,6,,,13,323,0,0,3,10,0.208684683,0.048993111,FALSE
41489,41489,sf2,2,2373,active,ARFF,,6,,,13,1066,0,0,3,10,0.234633446,0.043004513,FALSE
41490,41490,slump,2,2373,active,ARFF,,,,,10,103,0,0,10,0,0.196028233,0.040023327,FALSE
41491,41491,wq,2,2373,active,ARFF,,,,,30,1060,0,0,30,0,0.233615398,0.047003746,FALSE
41492,41492,youtube,2,2373,active,ARFF,,2,,,31,404,0,0,30,1,0.210603952,0.042967558,FALSE
41496,41496,DRSongsLyrics,1,8159,active,ARFF,179,2,179,2,2,358,0,0,0,1,0.325427055,0.046932697,FALSE
41506,41506,NewFuelCar,1,8129,active,ARFF,,,,0,18,36203,8971,8971,18,0,1.074579477,0.068333626,FALSE
41510,41510,iris,9,348,active,ARFF,,3,,,5,150,0,0,4,1,0.185710192,0.039053202,FALSE
41511,41511,iris,10,348,active,ARFF,50,3,50,3,5,150,0,0,4,1,0.175515413,0.042038679,FALSE
41514,41514,Diabetes(scikit-learn),1,2,active,arff,,,,0,11,442,0,0,11,0,0.199727297,0.043419361,FALSE
41515,41515,Diabetes(scikit-learn),2,2,active,arff,,,,0,11,442,0,0,11,0,0.190143585,0.042474508,FALSE
41516,41516,Diabetes(scikit-learn),3,2,active,arff,,,,0,11,442,0,0,11,0,0.179642916,0.043016672,FALSE
41517,41517,Diabetes(scikit-learn),4,2,active,arff,,,,0,11,442,0,0,11,0,0.217387676,0.040983677,FALSE
41518,41518,Diabetes(scikit-learn),5,2,active,arff,,,,0,11,442,0,0,11,0,0.206864357,0.041001558,FALSE
41519,41519,Diabetes(scikit-learn),6,2,active,arff,,,,0,11,442,0,0,11,0,0.214002609,0.04002738,FALSE
41521,41521,Weather,1,2,active,arff,9,3,5,2,5,14,0,0,2,3,0.175186157,0.040970325,FALSE
41523,41523,test_dataset,3,8229,active,ARFF,,,,0,61,15547,14,280,61,0,1.17223382,0.066998243,FALSE
41524,41524,test_dataset,4,8229,active,ARFF,,,,0,61,15547,14,280,61,0,1.171655655,0.062999487,FALSE
41525,41525,test_dataset,5,8229,active,ARFF,,,,0,61,15547,14,280,61,0,1.174009562,0.069006443,FALSE
41526,41526,test_dataset,6,8229,active,ARFF,7965,2,7582,2,61,15547,14,280,60,1,1.154709101,0.073007822,FALSE
41533,41533,Domainome,1,8231,active,arff,1059,,14,3,9839,1637,1637,13231887,9838,0,8.365811825,1.375014544,FALSE
41538,41538,conference_attendance,1,8263,active,ARFF,215,7,31,2,7,246,0,0,0,7,0.214653015,0.051003933,FALSE
41539,41539,rainfall_bangladesh,3,5243,active,ARFF,,33,,0,4,16755,0,0,2,2,0.419957161,0.050974607,FALSE
41540,41540,black_friday,1,5243,active,ARFF,,7,,0,10,166821,0,0,6,4,2.275612831,0.081990719,FALSE
41542,41542,CD4,1,8295,active,ARFF,,,,,62,16484,0,0,62,0,0.835915327,0.071614504,FALSE
41544,41544,Weather,2,2,active,arff,9,3,5,2,5,14,0,0,2,3,0.19073987,0.040287018,FALSE
41545,41545,emotions,5,2373,active,ARFF,,2,,,78,593,0,0,72,6,0.361774445,0.053027391,FALSE
41546,41546,image,4,2373,active,ARFF,,2,,,140,2000,0,0,135,5,0.784114599,0.064381838,FALSE
41547,41547,reuters,4,2373,active,ARFF,,2,,,250,2000,0,0,243,7,0.808623075,0.099778891,FALSE
41548,41548,scene,6,2373,active,ARFF,,2,,,300,2407,0,0,294,6,1.770699024,0.155997276,FALSE
41549,41549,andro,3,2373,active,ARFF,,,,,36,49,0,0,36,0,0.192148685,0.052000999,FALSE
41550,41550,atp1d,3,2373,active,ARFF,,,,,417,337,0,0,417,0,0.419855356,0.097002506,FALSE
41551,41551,atp7d,3,2373,active,ARFF,,,,,417,296,0,0,417,0,0.395999908,0.090997458,FALSE
41552,41552,edm,3,2373,active,ARFF,,,,,18,154,0,0,18,0,0.174999952,0.055020094,FALSE
41553,41553,enb,3,2373,active,ARFF,,,,,10,768,0,0,10,0,0.189646482,0.055979013,FALSE
41554,41554,jura,3,2373,active,ARFF,,,,,18,359,0,0,18,0,0.19417882,0.055998325,FALSE
41555,41555,scpf,3,2373,active,ARFF,,,,,26,1137,994,9255,26,0,0.258861542,0.058003426,FALSE
41556,41556,sf1,3,2373,active,ARFF,,6,,,13,323,0,0,3,10,0.207362652,0.056047201,FALSE
41557,41557,sf2,3,2373,active,ARFF,,6,,,13,1066,0,0,3,10,0.214589357,0.055954456,FALSE
41558,41558,slump,3,2373,active,ARFF,,,,,10,103,0,0,10,0,0.17630887,0.041996002,FALSE
41559,41559,youtube,3,2373,active,ARFF,,2,,,31,404,0,0,30,1,0.228136301,0.092020273,FALSE
41567,41567,iris,11,348,active,ARFF,,3,,,5,150,0,0,4,1,0.193632364,0.039983273,FALSE
41568,41568,iris,12,348,active,ARFF,50,3,50,3,5,150,0,0,4,1,0.190478325,0.042000294,FALSE
41582,41582,iris,13,348,active,ARFF,,3,,,5,150,0,0,4,1,0.199957848,0.040001392,FALSE
41583,41583,iris,14,348,active,ARFF,50,3,50,3,5,150,0,0,4,1,0.19131279,0.041998386,FALSE
41668,41668,mj,1,8456,active,ARFF,,2,,,2,8,0,0,0,1,0.196988583,0.03972888,FALSE
41669,41669,mom,1,8456,active,ARFF,,3,,,4,140,0,0,3,1,0.179643631,0.040999651,FALSE
41671,41671,microaggregation2,1,8569,active,ARFF,11162,5,743,5,21,20000,0,0,20,1,0.728729248,0.051997662,FALSE
41672,41672,airlines,2,8287,active,ARFF,299119,293,240264,2,8,539383,0,0,3,5,9.488520861,0.125003338,FALSE
41674,41674,Weather,3,3229,active,arff,9,3,5,2,5,14,0,0,2,3,0.214860201,0.043002129,FALSE
41675,41675,Weather,4,3229,active,arff,9,3,5,2,5,14,0,0,2,3,0.170128107,0.041994333,FALSE
41679,41679,Weather,5,3229,active,arff,9,3,5,2,5,14,0,0,2,3,0.184475422,0.040063381,FALSE
41680,41680,Weather,6,3229,active,arff,9,3,5,2,5,14,0,0,2,3,0.170367479,0.046035051,FALSE
41682,41682,Weather,7,3229,active,arff,9,3,5,2,5,14,0,0,2,3,0.181723833,0.039374352,FALSE
41684,41684,Weather,8,3229,active,arff,9,3,5,2,5,14,0,0,2,3,0.200393438,0.040586948,FALSE
41685,41685,Weather,9,8713,active,arff,9,3,5,2,5,14,0,0,2,3,0.200048923,0.036966085,FALSE
41700,41700,CPMP-2015-regression,1,8316,active,ARFF,,4,,0,27,2108,0,0,24,2,0.375434637,0.050131798,FALSE
41701,41701,CPMP-2015-classification,1,8316,active,ARFF,208,4,78,4,27,527,0,0,24,2,0.232551336,0.04511261,FALSE
41702,41702,MIP-2016-regression,1,8316,active,ARFF,,5,,0,148,1090,0,0,145,2,0.464098215,0.066640615,FALSE
41703,41703,MIP-2016-classification,1,8316,active,ARFF,84,5,1,5,148,218,0,0,145,2,0.295067549,0.056062937,FALSE
41704,41704,ASP-POTASSCO-regression,1,8316,active,ARFF,,11,,0,143,14234,2398,200838,140,2,2.917348146,0.107598305,FALSE
41705,41705,ASP-POTASSCO-classification,1,8316,active,ARFF,258,11,21,11,143,1294,218,18258,140,2,0.556344986,0.06371212,FALSE
41707,41707,FOREX_usddkk-day-High,1,1,active,arff,940,2,892,2,12,1832,0,0,11,1,0.204672337,0.031004906,FALSE
41708,41708,FOREX_eurchf-minute-Close,1,1,active,arff,194808,2,181032,2,12,375840,0,0,11,1,2.943941355,0.031076431,FALSE
41709,41709,FOREX_audchf-hour-High,1,1,active,arff,22481,2,21344,2,12,43825,0,0,11,1,0.550057888,0.029956341,FALSE
41710,41710,FOREX_eurhkd-minute-High,1,1,active,arff,201397,2,174443,2,12,375840,0,0,11,1,2.882104397,0.028000832,FALSE
41711,41711,FOREX_eurusd-minute-Close,1,1,active,arff,193844,2,181996,2,12,375840,0,0,11,1,2.725591421,0.031003475,FALSE
41712,41712,FOREX_eurcad-hour-High,1,1,active,arff,22751,2,21074,2,12,43825,0,0,11,1,0.525113106,0.027992487,FALSE
